Level,Passed,Failed,Total,Pass_Rate,Minimal_Fix_Rate,Avg_Line_Deviation,Avg_Jaccard_Similarity,Avg_Normalized_Levenshtein,Avg_Expected_Changed_Lines,Avg_Actual_Changed_Lines,Avg_Baseline_Volume,Std_Baseline_Volume,Avg_Baseline_Effort,Std_Baseline_Effort,Avg_Fix_Volume,Std_Fix_Volume,Avg_Fix_Effort,Std_Fix_Effort,Avg_Delta_Volume,Std_Delta_Volume,Avg_Delta_Effort,Std_Delta_Effort,Block_Expected_Coverage,Block_Actual_Coverage,Backward_Expected_Coverage,Backward_Actual_Coverage,Forward_Expected_Coverage,Forward_Actual_Coverage,Union_Expected_Coverage,Union_Actual_Coverage
CODE,15,21,36,0.417,0.267,21.0,0.621,0.305,9.42,6.61,303.84,330.9,2253.55,2978.42,355.25,370.15,2828.02,3553.69,35.39,44.97,425.61,618.69,,,,,,,,
ERROR,15,21,36,0.417,0.2,32.93,0.462,0.445,9.42,5.18,303.84,330.9,2253.55,2978.42,358.52,375.55,2781.28,3488.85,47.94,68.2,472.2,810.52,,,,,,,,
TEST,23,13,36,0.639,0.13,22.57,0.583,0.325,9.42,6.11,303.84,330.9,2253.55,2978.42,346.17,393.94,2568.29,3462.77,35.8,93.65,240.75,709.49,,,,,,,,
DOCSTRING,15,21,36,0.417,0.067,40.27,0.371,0.523,9.42,10.31,303.84,330.9,2253.55,2978.42,334.16,383.64,2595.62,3594.13,23.36,118.6,304.19,1120.41,,,,,,,,
SLICE_BLOCK,15,21,36,0.417,0.067,38.0,0.411,0.457,9.42,5.17,303.84,330.9,2253.55,2978.42,330.94,335.72,2526.56,3085.39,27.51,52.84,257.46,476.99,0.278,0.455,,,,,,
SLICE_BACKWARD,11,25,36,0.306,0.091,28.27,0.508,0.376,9.42,10.97,303.84,330.9,2253.55,2978.42,279.41,327.34,2066.72,2957.8,-4.54,58.83,-12.98,421.5,,,0.444,0.42,,,,
SLICE_FORWARD,10,26,36,0.278,0.3,16.6,0.725,0.216,9.42,5.73,303.84,330.9,2253.55,2978.42,343.0,377.04,2653.77,3454.86,36.79,65.05,329.07,685.7,,,,,0.069,0.235,,
SLICE_UNION,16,20,36,0.444,0.125,32.25,0.452,0.43,9.42,7.97,303.84,330.9,2253.55,2978.42,337.39,349.17,2618.05,3354.79,30.83,67.87,312.0,779.92,,,,,,,0.514,0.448
BASELINE,21,15,36,0.583,0.238,20.95,0.616,0.316,9.42,5.41,303.84,330.9,2253.55,2978.42,355.09,364.76,2688.97,3275.38,30.98,44.85,239.82,414.51,0.278,0.311,0.444,0.296,0.069,0.149,0.514,0.39
