Defect,Level,Run,Passed,Baseline_Volume,Baseline_Effort,Fix_Volume,Fix_Effort,Delta_Volume,Delta_Effort
defect1_py,CODE,1,0,185.46604019833754,1609.5802774355723,185.46604019833754,1609.5802774355723,0.0,0.0
defect1_py,ERROR,1,0,185.46604019833754,1609.5802774355723,,,,
defect1_py,TEST,1,0,185.46604019833754,1609.5802774355723,185.46604019833754,1609.5802774355723,0.0,0.0
defect1_py,DOCSTRING,1,0,185.46604019833754,1609.5802774355723,,,,
defect1_py,SLICE_BLOCK,1,0,185.46604019833754,1609.5802774355723,215.4932375338944,2004.0871090652179,30.02719733555685,394.5068316296456
defect1_py,SLICE_BACKWARD,1,0,185.46604019833754,1609.5802774355723,241.48052186828568,2309.157490365482,56.01448166994814,699.5772129299096
defect1_py,SLICE_FORWARD,1,0,185.46604019833754,1609.5802774355723,185.46604019833754,1609.5802774355723,0.0,0.0
defect1_py,SLICE_UNION,1,0,185.46604019833754,1609.5802774355723,,,,
defect1_py,BASELINE,1,0,185.46604019833754,1609.5802774355723,,,,
defect2_py,CODE,1,1,85.83671966625714,327.74020236207275,100.07820003461549,509.4890183580425,14.241480368358353,181.74881599596972
defect2_py,ERROR,1,1,85.83671966625714,327.74020236207275,68.53238859703687,228.44129532345625,-17.304331069220268,-99.2989070386165
defect2_py,TEST,1,1,85.83671966625714,327.74020236207275,85.83671966625714,327.74020236207275,0.0,0.0
defect2_py,DOCSTRING,1,0,85.83671966625714,327.74020236207275,55.506595772116384,123.34799060470309,-30.330123894140755,-204.39221175736967
defect2_py,SLICE_BLOCK,1,1,85.83671966625714,327.74020236207275,76.0,207.27272727272725,-9.836719666257139,-120.4674750893455
defect2_py,SLICE_BACKWARD,1,1,85.83671966625714,327.74020236207275,100.07820003461549,509.4890183580425,14.241480368358353,181.74881599596972
defect2_py,SLICE_FORWARD,1,0,85.83671966625714,327.74020236207275,85.83671966625714,327.74020236207275,0.0,0.0
defect2_py,SLICE_UNION,1,0,85.83671966625714,327.74020236207275,100.07820003461549,509.4890183580425,14.241480368358353,181.74881599596972
defect2_py,BASELINE,1,0,85.83671966625714,327.74020236207275,100.07820003461549,509.4890183580425,14.241480368358353,181.74881599596972
defect3_py,CODE,1,1,66.60791492653966,177.62110647077242,64.52932501298082,193.58797503894246,-2.0785899135588437,15.966868568170042
defect3_py,ERROR,1,0,66.60791492653966,177.62110647077242,93.76537429460444,375.06149717841777,27.157459368064778,197.44039070764535
defect3_py,TEST,1,0,66.60791492653966,177.62110647077242,79.95445336320968,310.93398530137097,13.346538436670016,133.31287883059855
defect3_py,DOCSTRING,1,0,66.60791492653966,177.62110647077242,88.0,369.6,21.392085073460336,191.9788935292276
defect3_py,SLICE_BLOCK,1,0,66.60791492653966,177.62110647077242,79.95445336320968,310.93398530137097,13.346538436670016,133.31287883059855
defect3_py,SLICE_BACKWARD,1,0,66.60791492653966,177.62110647077242,66.60791492653966,177.62110647077242,0.0,0.0
defect3_py,SLICE_FORWARD,1,0,66.60791492653966,177.62110647077242,91.37651812938249,406.1178583528111,24.768603202842826,228.49675188203867
defect3_py,SLICE_UNION,1,0,66.60791492653966,177.62110647077242,120.0,545.4545454545455,53.392085073460336,367.8334389837731
defect3_py,BASELINE,1,0,66.60791492653966,177.62110647077242,68.53238859703687,164.4777326328885,1.924473670497207,-13.143373837883928
defect4_py,CODE,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,ERROR,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,TEST,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,DOCSTRING,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,SLICE_BLOCK,1,1,504.6426221872951,3041.8735837400845,538.7951186127309,4083.4998463280654,34.1524964254358,1041.6262625879808
defect4_py,SLICE_BACKWARD,1,1,504.6426221872951,3041.8735837400845,356.72482509951953,1980.4378221042293,-147.91779708777557,-1061.4357616358552
defect4_py,SLICE_FORWARD,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,SLICE_UNION,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect4_py,BASELINE,1,1,504.6426221872951,3041.8735837400845,504.6426221872951,3041.8735837400845,0.0,0.0
defect5_py,CODE,1,0,82.0447025077789,287.15645877722613,142.62362713128297,672.3685279046198,60.57892462350408,385.21206912739365
defect5_py,ERROR,1,0,82.0447025077789,287.15645877722613,153.73110979725664,883.9538813342257,71.68640728947774,596.7974225569995
defect5_py,TEST,1,0,82.0447025077789,287.15645877722613,62.26976913547136,140.10698055481055,-19.774933372307537,-147.0494782224156
defect5_py,DOCSTRING,1,1,82.0447025077789,287.15645877722613,112.37013046707143,409.34833241576024,30.32542795929254,122.1918736385341
defect5_py,SLICE_BLOCK,1,1,82.0447025077789,287.15645877722613,108.0,324.0,25.955297492221106,36.843541222773865
defect5_py,SLICE_BACKWARD,1,0,82.0447025077789,287.15645877722613,82.0447025077789,287.15645877722613,0.0,0.0
defect5_py,SLICE_FORWARD,1,0,82.0447025077789,287.15645877722613,131.76952268336282,527.0780907334513,49.72482017558393,239.92163195622516
