Level,Passed,Failed,Total,Pass_Rate,Minimal_Fix_Rate,Avg_Line_Deviation,Avg_Jaccard_Similarity,Avg_Expected_Changed_Lines,Avg_Actual_Changed_Lines,Avg_Baseline_Volume,Std_Baseline_Volume,Avg_Baseline_Effort,Std_Baseline_Effort,Avg_Fix_Volume,Std_Fix_Volume,Avg_Fix_Effort,Std_Fix_Effort,Avg_Delta_Volume,Std_Delta_Volume,Avg_Delta_Effort,Std_Delta_Effort,Block_Expected_Coverage,Block_Actual_Coverage,Backward_Expected_Coverage,Backward_Actual_Coverage,Forward_Expected_Coverage,Forward_Actual_Coverage,Union_Expected_Coverage,Union_Actual_Coverage
CODE,18,18,36,0.5,0.333,9.28,0.75,1.45,6.23,241.44,204.82,1593.7,1765.17,240.05,199.12,1582.94,1740.28,13.64,35.1,126.66,268.38,,,,,,,,
ERROR,18,18,36,0.5,0.167,15.56,0.706,1.45,5.0,241.44,204.82,1593.7,1765.17,264.51,217.86,1883.88,2163.37,23.07,44.12,290.19,652.51,,,,,,,,
TEST,26,10,36,0.722,0.231,15.31,0.567,1.45,5.54,241.44,204.82,1593.7,1765.17,249.21,221.37,1707.43,2090.02,7.77,48.63,113.74,523.52,,,,,,,,
DOCSTRING,16,20,36,0.444,0.188,25.56,0.527,1.45,10.91,241.44,204.82,1593.7,1765.17,237.05,199.78,1564.05,1843.11,11.96,32.89,102.83,435.24,,,,,,,,
SLICE_BLOCK,17,19,36,0.472,0.059,17.76,0.598,1.45,6.79,241.44,204.82,1593.7,1765.17,262.44,200.92,1811.39,1871.01,31.98,55.43,323.02,510.63,0.361,0.476,,,,,,
SLICE_BACKWARD,12,24,36,0.333,0.25,12.0,0.695,1.45,7.67,241.44,204.82,1593.7,1765.17,254.93,201.65,1826.39,1869.73,33.64,65.76,389.34,749.54,,,0.611,0.328,,,,
SLICE_FORWARD,13,23,36,0.361,0.154,11.54,0.731,1.45,7.35,241.44,204.82,1593.7,1765.17,255.22,198.37,1745.6,1760.72,32.81,53.2,313.95,536.77,,,,,0.153,0.205,,
SLICE_UNION,13,23,36,0.361,0.154,20.08,0.618,1.45,9.76,241.44,204.82,1593.7,1765.17,225.38,212.35,1511.05,2049.25,2.0,54.91,65.47,678.16,,,,,,,0.681,0.494
BASELINE,28,8,36,0.778,0.214,7.64,0.71,1.45,6.48,241.44,204.82,1593.7,1765.17,243.55,212.03,1609.06,1818.73,20.17,36.56,163.48,253.32,0.361,0.507,0.611,0.405,0.153,0.187,0.681,0.508
